id,Accuracy,Precision,Recall,F1
429,0.836,0.4824561403508772,0.34375,0.40145985401459855
430,0.806,0.4174757281553398,0.5375,0.46994535519125685
431,0.835,0.48366013071895425,0.4625,0.47284345047923326
432,0.788,0.3943089430894309,0.60625,0.4778325123152709
433,0.844,0.5454545454545454,0.15,0.2352941176470588
434,0.838,0.4861111111111111,0.21875,0.3017241379310345
435,0.843,0.5294117647058824,0.16875,0.2559241706161137
436,0.846,0.575,0.14375,0.22999999999999995
437,0.837,0.4819277108433735,0.25,0.3292181069958848
438,0.837,0.48717948717948717,0.35625,0.4115523465703971
439,0.843,0.5365853658536586,0.1375,0.21890547263681595
440,0.846,0.5714285714285714,0.15,0.23762376237623759
441,0.785,0.39543726235741444,0.65,0.49172576832151305
442,0.834,0.47058823529411764,0.3,0.36641221374045807
443,0.796,0.405982905982906,0.59375,0.48223350253807107
444,0.846,0.5833333333333334,0.13125,0.2142857142857143
445,0.845,0.5609756097560976,0.14375,0.2288557213930348
446,0.835,0.47191011235955055,0.2625,0.3373493975903615
447,0.848,0.6111111111111112,0.1375,0.22448979591836737
448,0.791,0.3991769547325103,0.60625,0.4813895781637717
449,0.837,0.4881889763779528,0.3875,0.43205574912891986
450,0.798,0.4027777777777778,0.54375,0.4627659574468085
451,0.836,0.48484848484848486,0.4,0.4383561643835617
452,0.844,0.5476190476190477,0.14375,0.22772277227722768
453,0.845,0.5609756097560976,0.14375,0.2288557213930348
454,0.791,0.4008097165991903,0.61875,0.48648648648648646
455,0.795,0.4050632911392405,0.6,0.4836272040302267
456,0.844,0.5454545454545454,0.15,0.2352941176470588
457,0.842,0.5227272727272727,0.14375,0.22549019607843135
458,0.797,0.4092827004219409,0.60625,0.4886649874055416
459,0.833,0.4567901234567901,0.23125,0.3070539419087137
460,0.789,0.3905579399141631,0.56875,0.4631043256997455
461,0.838,0.49166666666666664,0.36875,0.4214285714285715
462,0.783,0.39080459770114945,0.6375,0.48456057007125897
463,0.839,0.4927536231884058,0.2125,0.29694323144104806
464,0.823,0.4491017964071856,0.46875,0.45871559633027525
465,0.837,0.4805194805194805,0.23125,0.31223628691983124
466,0.781,0.39114391143911437,0.6625,0.4918793503480278
467,0.844,0.5416666666666666,0.1625,0.25
468,0.841,0.5094339622641509,0.16875,0.2535211267605634
469,0.831,0.4536082474226804,0.275,0.3424124513618677
470,0.848,0.6,0.15,0.24
471,0.838,0.4897959183673469,0.3,0.37209302325581395
472,0.842,0.5172413793103449,0.1875,0.27522935779816515
473,0.782,0.3875968992248062,0.625,0.4784688995215311
474,0.803,0.4280155642023346,0.6875,0.5275779376498801
475,0.836,0.47368421052631576,0.225,0.30508474576271183
476,0.839,0.4959349593495935,0.38125,0.431095406360424
477,0.778,0.3892857142857143,0.68125,0.4954545454545455
478,0.835,0.48175182481751827,0.4125,0.4444444444444444
479,0.783,0.39245283018867927,0.65,0.48941176470588243
480,0.836,0.484375,0.3875,0.43055555555555564
481,0.841,0.5111111111111111,0.14375,0.224390243902439
482,0.784,0.3870967741935484,0.6,0.47058823529411764
483,0.844,0.5434782608695652,0.15625,0.24271844660194175
484,0.841,0.5084745762711864,0.1875,0.273972602739726
485,0.832,0.46,0.2875,0.35384615384615387
486,0.826,0.4573170731707317,0.46875,0.462962962962963
487,0.837,0.4727272727272727,0.1625,0.24186046511627904
488,0.838,0.4807692307692308,0.15625,0.23584905660377356
489,0.801,0.410958904109589,0.5625,0.47493403693931396
490,0.782,0.39015151515151514,0.64375,0.4858490566037736
491,0.792,0.4016393442622951,0.6125,0.48514851485148514
492,0.787,0.39357429718875503,0.6125,0.4792176039119804
493,0.841,0.5098039215686274,0.1625,0.24644549763033177
